age_of_child,child_gender,reporter_role,sentiment_score,text_length,risk_word_count,hours_per_day_on_social_media,device_type,complaint_text,                                    risk_ratio,labeled_risk
10,Male,Father,0.25,19,0,1,tablet,My son spends 1 hours per day browsing educational content. He participates in family activities and follows parental rules.,0,Low
17,Female,Father,0.002083333,27,1,7,smartphone,"My daughter uses social media for 7 hours per day. She shows mood swings, irritability, and decreased interest in hobbies. This is affecting her daily life significantly.",0.035714286,High
10,Male,Father,-0.09,30,0,1,smartphone,It has become clear that open about screen time and follows rules set by parents; daily average approximately 1 hours per day. balances screen time with homework and outdoor activity.,0,Low
17,Male,Father,0.058333333,39,2,9,smartphone,It has become clear that my 17-year-old skips school or is frequently absent because of meeting people from social media. usage around 9 hours per day. recently their teacher informed me about this. which is impacting behavior and routine.,0.05,High
15,Female,Guardian,1,39,2,2,laptop,I am concerned because started spending money on in-app purchases and ignoring household limits approximately 2 hours per dayof daily use. and I feel intervention is needed. Child is now using social media in a controlled way.,0.051282051,Low
11,Male,Mother,0.344444444,26,0,3,smartphone,"My son uses social media for 3 hours per day, mostly for chatting with friends. He sometimes resists logging off, but routine activities are mostly maintained",0,Medium
10,Female,Father,-1,42,9,12,tablet,"I am worried that my 10-year-old daughter refuses to leave her room and has lost weight, spending nearly 12 hours per dayon social platforms. this behavior started a few months ago. Situation is escalating with isolation from family and responsibilities. ",0.214285714,High
16,Male,Guardian,-1,40,8,11,tablet,I am concerned because my teacher reports that their 16-year-old son spends about 11 hours per day on social media and has stopped doing homework past few days. Situation is escalating with compulsive checking and loss of control. ,0.2,High
11,Female,Guardian,-0.077777778,28,1,7,smartphone,"The child spends 7 hours per day on social media, often staying up late. Schoolwork is neglected, and he avoids social interaction with family. This pattern is concerning.",0.034482759,High
10,Female,Father,-0.2,31,2,10,smartphone,Lately I have noticed that shows withdrawal and aggression when challenged about screen time; spends roughly 10 hours per dayonline. recently their teacher informed me about this. and it seems unhealthy.,0.0625,Medium
17,Male,Guardian,0.225,21,0,1,laptop,I am worried that my 17-year-old uses social media about  1 hours per dayafter school and seems to manage studies fine. ,0,Low
15,Male,Guardian,0.016666667,29,0,10,smartphone,"The child under my care uses social media for 10 hours per dayeach day. Homework is often incomplete, and outdoor activities are neglected. Behavior and emotional stability are affected",0,Medium
13,Male,Father,0.113333333,26,0,2,smartphone,"The child uses social media for 2 hours per day, mainly for creative inspiration.He takes regular breaks and is active outdoors. His studies remain on track.",0,Low
13,Female,Father,0.25,28,0,1,smartphone,My daughter spends 1 hours per day on learning channels and chatting with close friends. She willingly switches off the phone when reminded. Academics and routine remain consistent.,0,Low
18,Female,Father,0.083333333,35,1,8,laptop,Lately I have noticed that takes the phone to school and uses it in classes;missed studies. i estimate 8 hours per day including school hours. more frequently than before which is becoming a serious concern.,0.027777778,High
16,Male,Father,-0.143333333,25,0,3,tablet,"Over the past few months, active in sports and uses social media minimally, typically about 3 hours per day. which is impacting behavior and routine.",0,Medium
14,Male,Father,0.066666667,25,0,4,laptop,"My son uses social media for 4 hours per dayeach day. He sometimes shows mild distraction during studies,. Sleep schedule is slightly inconsistent at times",0,Medium
10,Male,Guardian,0.038888889,42,3,8,smartphone,"It has become clear that we, as a family, have noticed that my 10-year-old skips school or is frequently absent to meet people from social media. Daily usage is around 8 hours per day,I feel intervention is necessary to prevent further issues.",0.069767442,High
15,Male,Father,0.2875,27,0,1,smartphone,My son spends 1 hours per day watching creative videos. He completes homework first and switches off the device willingly. His school and sleep schedules are normal,0,Low
18,Male,Mother,0.208333333,30,0,2,smartphone,"My son uses social media for 2 hours per dayeach day, mostly educational videos and light entertainment. He follows screen-time rules and completes all homework. Sleep and routine are normal",0,Low
16,Female,Mother,0,24,0,1,smartphone,My daughter spends 1 hours per day chatting with friends and exploring learning pages. She follows parental limits. Routine and sleep are well maintained,0,Low
17,Female,Guardian,0.113333333,27,0,2,laptop,"The child uses social media for 2 hours per day, mainly for creative inspiration. He takes regular breaks and is active outdoors. His studies remain on track",0,Low
14,Male,Mother,0.033333333,21,0,2,smartphone,"I am worried that follows hobby pages and maintains a balanced routine, using social media about 2 hours per dayeach day. ",0,Low
12,Female,Father,0,36,0,4,smartphone,"Over the past few months, my 12-year-old uses social media about 4 hours per day(s) after school and seems to manage studies fine. they pretend not to be online but we found them streaming at night. ",0,Medium
15,Female,Mother,-0.025,31,1,4,laptop,"I am worried that active in sports and uses social media minimally, typically about 4 hours per day. recently their teacher informed me about this. which is becoming a serious concern.",0.03125,Medium
13,Male,Guardian,0.066666667,33,1,10,smartphone,"As a parent, I have observed that my 13-year-old son refuses to leave his room and has lost weight, spending nearly 10 hours per dayon social platforms. which is impacting behavior and routine.",0.029411765,Medium
18,Male,Mother,-1,41,5,8,tablet,"My son uses social media for 8 hours per day, mainly for entertainment. Homework is sometimes delayed, and sleep can be affected on busy days. Overall, the impact is moderate. Situation is escalating with severe anxiety and withdrawal symptoms. ",0.12195122,High
18,Female,Father,-1,42,5,8,tablet,"My daughter's daily social media usage is about 8  hours per day. She occasionally gets distracted during homework but still finishes her tasks. Sleep is sometimes delayed, but academics remain acceptable. Situation is escalating with severe anxiety and withdrawal symptoms.",0.119047619,High
17,Female,Mother,-0.055555556,36,0,8,smartphone,"y daughter uses social media for 8 hours per day, mostly late at night. She struggles to wake up for school and shows fatigue and distraction during the day. Her sleep and studies are clearly affected",0,High
17,Male,Mother,-0.133333333,26,0,1,smartphone,My son spends 1 hours per day on social media to communicate with friends. He follows the screen-time rules without complaint and finishes homework on time.,0,Low
13,Male,Guardian,-0.022222222,29,0,5,smartphone,"As a parent, I have observed that they cancel family activities to be online; daily social media time roughly 5 hours per day.and this worries me as a parent.",0,Medium
16,Female,Father,-0.15,32,0,5,laptop,"Over the past few months, my child watch videos on facebook; i think it's about 5 hours per day. i am worried about the long-term effects. and it is affecting daily life.",0,Medium
18,Female,Guardian,-0.05,23,0,5,smartphone,I am concerned because my child  spends roughly 5 hours per dayonline. and it is affecting daily life.as guardian im worried about it.,0,Medium
18,Male,Mother,-0.0875,44,0,9,tablet,"As a parent, I have observed that frequently stays up late without recovering in the next day; average use about 9 hours per day. they pretend not to be online but we found them streaming at night. and this worries me as a parent.",0,High
15,Female,Mother,-0.255555556,29,0,9,tablet,"I am concerned because streams frequently , keeps bad attendance; typically around 9 hours per dayof use. it has become a concern. and this worries me as a parent.",0,High
17,Female,Mother,-0.123333333,31,0,4,smartphone,"My daughter uses social media for about 4 hours per day, especially at night. She stays up later than usual and feels tired in the mornings. We feel this needs monitoring.",0,Medium
16,Male,Mother,0.25,27,0,1,smartphone,The child spends around 1 hours per day browsing creative content. Usage is supervised and he stops when reminded. His academics and daily routine are not affected,0,Low
15,Male,Mother,0.375,23,0,5,laptop,"I am concerned because as a parent, i have observed my 15-year-old daughter online until 3 or 4 am; their grades dropped significantly. ",0,Medium
13,Female,Guardian,-0.208333333,26,2,4,smartphone,"Over the past few months, ignoring household limits  approximately 4 hours per dayof daily use. recently their teacher informed me about this. and it seems unhealthy.",0.074074074,Medium
13,Male,Guardian,0.033333333,21,0,5,smartphone,"I am worried that using social apps to meet strangers ,  behavior started after being online for 5 hours per day/day.",0,Medium
11,Male,Guardian,0.038888889,33,4,8,smartphone,I am concerned because stays up all night messaging strangers and is depressed; daily screen time around 8 hours per day. the child hides their screen time. which is becoming a serious concern.,0.117647059,High
12,Female,Father,-0.076666667,59,1,2,laptop,Lately I have noticed that chats with relatives and uses social media responsibly; . My daughter spends about 2 hours per dayon social media each evening as part of her free-time routine. She balances it with hobbies and family interaction.,0.016666667,Low
13,Male,Father,0.033333333,31,1,4,tablet,I am worried that using social apps to meet strangers and lying about their age behavior started after being online for 4 hours per day/day. which is impacting behavior and routine.,0.03125,Medium
14,Male,Father,0.016666667,30,0,7,laptop,"As a parent, I have observed that she cries non-stop if wi-fi is cut; used to be social, now online 7 hours per day. and it is affecting daily life.",0,High
15,Female,Father,0.105555556,39,0,1,smartphone,"During her free time after school, my daughter is online for about 1 hours per day. She completes her chores first and stops when reminded. I don't see this as a serious problem, but I wanted to document it.",0,Low
10,Female,Guardian,0.066666667,30,2,7,smartphone,"I am worried that my 10-year-old daughter refuses to leave her room and has lost weight, spending nearly 7 hours per dayon social platforms. and I feel intervention is needed.",0.064516129,High
12,Male,Father,-0.038888889,20,0,1,smartphone,I am worried that chats with relatives and uses social media responsibly; average daily use around 1 hours per day.,0,Low
11,Female,Guardian,0.120833333,35,0,2,smartphone,"My daughter spends about 2 hours per day on social media, mostly chatting with classmates after finishing homework. She logs off when asked and still completes her daily tasks. Her routine and studies are unaffected",0,Low
12,Female,Guardian,-0.088888889,27,0,4,laptop,Lately I have noticed that complains of boredom and uses social media to pass time; only around 4 hours per day. which is impacting behavior and routine.,0,Medium
13,Female,Guardian,-0.016666667,23,1,1,smartphone,"My daughter spends 1 hours per day on social media, mainly to communicate with friends. No signs of excessive use or distraction noticed",0.041666667,Low
17,Female,Guardian,-0.066666667,37,2,7,smartphone,It has become clear that my teacher reports that their 17-year-old son spends about 7 hours per day on social media and has stopped doing homework. recently their teacher informed me about this. and it seems unhealthy.,0.052631579,High
16,Female,Mother,-0.216666667,31,1,3,laptop,I am concerned because he plays on the weekend and finishes homework during weekdays; screen time roughly 3 hours per dayon average. it has become a concern. and it seems unhealthy.,0.03125,Medium
16,Male,Guardian,0.1375,36,0,4,smartphone,It has become clear that my 16-year-old uses social media about 4 hours per day(s) after school and seems to manage studies fine. recently their teacher informed me about this. which is impacting behavior and routine.,0,Medium
18,Female,Mother,-0.102380952,30,0,4,tablet,"Over the past few months, active in sports and uses social media minimally, typically 4 hours per day. recently their teacher informed me this. and it is affecting daily life.",0,Medium
16,Male,Father,0,19,0,7,tablet,"My son spends 7 hours per day online. Academic performance is affected, and he shows signs of emotional stress",0,High
17,Male,Father,-1,40,7,10,smartphone,"I am concerned because fplay games and watching videos but not  maintains a balanced routine, using social media about 10 hours per dayeach day. and I feel intervention is needed. Situation is escalating with sleep disruption and academic decline.",0.175,High
14,Female,Mother,-0.183333333,23,0,2,smartphone,I am worried that open screen time and follows rules set by parents; manage studies as well.daily average approximately 2 hours per day. ,0,Low
14,Male,Father,-0.078409091,39,5,9,smartphone,"Over the past few months, the child has become secretive, has new friends only online, and avoids family time  using devices about 9 hours per day. the child hides their screen time. and this worries me as a parent.",0.125,High
17,Male,Mother,0.016666667,18,0,2,laptop,"Over the past few months, streams occasionally yet keeps good attendance; typically around 2 hours per dayof use. ",0,Low
14,Female,Mother,-0.108333333,28,1,3,smartphone,"Lately I have noticed that as a parent, i have observed my 14-year-old daughter online until 3 or 4 am; their grades dropped significantly. and it seems unhealthy.",0.034482759,Medium
10,Female,Father,0.04,30,2,5,tablet,It has become clear that posts occasionally and keeps healthy offline relationships; daily use close to 5 hours per day. the child hides their screen time. and it seems unhealthy.,0.064516129,Medium
14,Female,Mother,0.033333333,21,0,1,tablet,"I am worried that follows hobby pages and maintains a balanced routine, using social media about 1 hours per dayeach day. ",0,Low
16,Male,Mother,-0.1625,24,0,1,smartphone,"Over the past few months, she watches a few videos for entertainment but stops when we ask; daily use about 1 hours per day. ",0,Low
16,Female,Mother,-0.088888889,39,3,7,smartphone,It has become clear that she lies about her screen time and sneaks out to use social apps every evening; i'd estimate 7 hours per day. we have tried setting limits but it doesn't help. and it seems unhealthy.,0.075,High
12,Female,Father,0,26,0,7,laptop,I am concerned because borrowed money for subscriptions and cannot stop usage continues for about 7 hours per dayevery day. which is impacting behavior and routine.,0,High
18,Female,Guardian,-0.25,19,1,4,smartphone,I am concerned because she watching videos on facebook. spends roughly 4 hours per dayonline. and it seems unhealthy.,0.05,Medium
10,Female,Guardian,0.07,32,3,6,smartphone,It has become clear that my 10-year-old skips school or is frequently absent because of meeting people from social media. usage around 6 hours per day. which is becoming a serious concern.,0.090909091,High
17,Female,Mother,-0.133333333,46,2,5,smartphone,Lately I have noticed that she lies about her screen time and sneaks out to use social apps every evening; i'd estimate 5 hours per day. they pretend not to be online but we found them streaming at night. and this worries me as a parent.,0.042553191,Medium
17,Female,Father,-0.0125,32,2,9,laptop,"I am concerned because as a counselor, i have observed my 17-year-old daughter online until 3 or 4 am; their grades dropped significantly. it has become a concern. and it seems unhealthy.",0.060606061,High
14,Female,Father,0.266666667,22,0,2,tablet,"she under my care uses social media for 2 hours per day, mostly for learning purposes. Routine and studies are not affected",0,Low
18,Male,Father,0.1,22,0,1,laptop,"The child spends about 1 hours per day on social platforms, mainly for leisure after completing schoolwork. Usage is balanced and controlled",0,Low
17,Male,Father,-0.228571429,33,1,6,smartphone,"Over the past few months, hide screen time and doesn't follows rules set by parents; daily average approximately 6 hours per day. this behavior started a few months ago. and it seems unhealthy.",0.029411765,High
11,Female,Guardian,0.066666667,40,1,9,smartphone,"As a parent, I have observed that my 11-year-old daughter refuses to leave her room and has lost weight, spending nearly 9 hours per dayon social platforms. i am worried about the long-term effects. which is impacting behavior and routine.",0.024390244,High
10,Female,Father,-0.09,29,0,5,smartphone,It has become clear that open about screen time and follows rules set by parents; daily average approximately 5 hours per day. and this worries me as a parent.,0,Medium
15,Female,Mother,-0.088888889,30,2,6,smartphone,It has become clear that my parent reports that their 15-year-old daughter spends about 6 hours per day on social media and has stopped doing homework. and it seems unhealthy.,0.064516129,High
13,Male,Father,-0.055555556,32,3,4,laptop,Lately I have noticed that my 13-year-old skips school or is frequently absent because of meeting people from social media. usage around 4 hours per day. and I feel intervention is needed.,0.090909091,Medium
15,Male,Father,-0.138888889,22,0,2,smartphone,"Over the past few months, follows hobby pages and maintains a balanced routine, using social media about 2 hours per dayeach day. ",0,Low
12,Male,Mother,0.033333333,24,0,1,smartphone,"My son uses social media for roughly 1 hours per day, mainly to stay in touch with friends. There are no behavioral changes observed",0,Low
14,Female,Guardian,-0.25,46,2,6,laptop,I am worried that he becomes very angry and cries for hours when we take the phone away; he's spending roughly 6 hours per day on apps. they pretend not to be online but we found them streaming at night. and it is affecting daily life.,0.042553191,High
14,Female,Guardian,0.008333333,41,0,7,smartphone,It has become clear that they cancel family activities to be online and avoid offline friends; daily social media time roughly 7 hours per day. we have tried setting limits but it doesn't help. and this worries me as a parent.,0,High
16,Male,Guardian,0,32,3,6,tablet,I am concerned because stays up all night messaging strangers and is depressed; daily screen time around 6 hours per day. it has become a concern. and I feel intervention is needed.,0.090909091,High
14,Female,Mother,0.015476191,19,0,2,smartphone,"The child spends approximately 2 hours per dayon social media, mostly on creative activities. Usage is supervised and limited",0,Low
14,Female,Guardian,-0.138888889,25,1,2,smartphone,"Over the past few months, my counselor reports that their 14-year-old daughter spends about 2 hours per day on social media and do school homework. ",0.038461538,Low
16,Female,Guardian,0.266666667,25,0,1,smartphone,"My daughter uses social media for about 1 hours per day, mostly to chat with school friends after finishing homework. She logs off when asked",0,Low
17,Female,Guardian,0.166666667,34,2,2,smartphone,"I am concerned because uses social apps to chat with classmates, but rarely misses sleep. i'd say around 2 hours per day. the child hides their screen time. and I feel intervention is needed.",0.057142857,Low
13,Male,Mother,1,32,0,1,laptop,"My son spends nearly 1 hours per day, mostly interacting with friends. Occasional late-night usage affects his morning energy slightly. Child is now using social media in a controlled way.",0,Low
17,Male,Guardian,-0.18,26,1,5,smartphone,"Over the past few months, sometimes stays up late but recovers the next day; average use 5 hours per day. and I feel intervention is needed.",0.037037037,Medium
13,Male,Mother,0.116666667,24,0,2,smartphone,"My son uses social media for around 2 hours per day, mainly for school projects and communication with classmates. No negative impact on behavior",0,Low
17,Male,Father,-1,30,7,10,laptop,"The child uses social media for approximately 10  hours per day, sometimes neglecting small chores but still follows routine. Situation is escalating with sleep disruption and academic decline. ",0.233333333,High
10,Female,Father,0.0375,24,0,4,smartphone,"Lately I have noticed that as a parent, i have observed my 10-year-old son online until 3 or 4 am; their grades dropped significantly. ",0,Medium
12,Male,Guardian,0.033333333,21,0,2,tablet,"I am worried that follows hobby pages and maintains a balanced routine, using social media about 2 hours per dayeach day.",0,Low
10,Male,Father,0.044444444,33,1,4,tablet,"I am worried that we as a family noticed that my 10-year-old son refuses to leave his room , spending nearly  4 hours per dayon social platforms. and it is affecting daily life.",0.029411765,Medium
15,Male,Mother,0.011111111,21,0,4,smartphone,My son spends about 4 hours per day on social media. He occasionally gets distracted from studies but overall maintains responsibility,0,Medium
14,Female,Guardian,0.1,21,0,4,smartphone,"My daughter uses social media for 4 hours per day, mainly entertainment. Homework is sometimes delayed, but she completes it eventually",0,Medium
17,Female,Mother,-0.166666667,29,0,1,smartphone,"Over the past few months, open about screen time and follows rules set by parents; daily average approximately 1 hours per day. and this worries me as a parent.",0,Low
12,Male,Guardian,-0.183333333,29,3,6,laptop,I am worried that my counselor reports that their 12-year-old son spends about 6 hours per day on social media and has stopped doing homework. and it seems unhealthy.,0.1,High
16,Female,Father,0.066666667,35,2,5,smartphone,"As a parent, I have observed that my 16-year-old skips school or is frequently absent because of meeting people from social media. usage around 5 hours per day. r which is impacting behavior and routine.",0.055555556,Medium
12,Female,Mother,0.229166667,21,0,2,tablet,I am worried that posts occasionally and keeps healthy offline relationships; daily use close to 2 hours per day.manage studies fine,0,Low
18,Male,Guardian,0.266666667,23,0,2,tablet,"The child under my care uses social media for 2 hours per day, mostly for learning purposes. Routine and studies are not affected.",0,Low
16,Male,Father,0.011111111,26,1,4,smartphone,I am concerned because checks social media during short breaks but focuses on studies; overall 4 hours per day. the child hides their screen time. A,0.037037037,Medium
17,Male,Father,0.016666667,37,1,9,smartphone,I am worried that my teacher reports that their 17-year-old son spends 9 hours per day on social media and has stopped doing homework. recently their teacher informed me this. and this worries me as a parent.,0.026315789,High
11,Female,Father,0,30,0,8,laptop,I am concerned because takes the phone to school and uses it in classes; i estimate 8 hours per day including school hours. and this worries me as a parent.,0,High
17,Female,Father,-0.316666667,39,2,5,smartphone,Lately I have noticed that posts and takes part in dangerous online challenges and then got reprimanded at school; they use social media about 5 hours per day. i am worried about the long-term effects. and it seems unhealthy.,0.05,Medium
10,Female,Father,0.044444444,21,0,5,smartphone,It has become clear that checks social media during  weekdays; overall 5 hours per day. which is impacting behavior and routine.,0,Medium
15,Female,Guardian,-0.2,29,1,4,smartphone,"I am worried that the child has become secretive,  using devices about 4 hours per day. this behavior started a few months ago. which is impacting behavior and routine.",0.033333333,Medium
10,Female,Guardian,-0.283333333,47,1,8,laptop,I am concerned because posts and takes part in dangerous online challenges and then got reprimanded at school; they use social media about 8 hours per day. they pretend not to be online but we found them streaming at night. and this worries me as a parent.,0.020833333,High
17,Male,Guardian,-0.113333333,33,0,4,tablet,"Over the past few months, chats with relatives using social media app, average daily use around 4 hours per day. they pretend not to be online but we found them streaming at night.",0,Medium
18,Female,Guardian,-0.116666667,25,0,1,laptop,"I am concerned because active in sports and uses social media minimally, typically about 1 hours per day. this behavior started a few months ago. ",0,Low
15,Female,Mother,-0.006666667,27,0,2,smartphone,"Over the past few months, watches short videos before bed but wakes up fine; daily use about 2 hours per day. Manage studies of school and classes.",0,Low
11,Female,Guardian,0.266666667,23,0,2,smartphone,"The child under my care uses social media for 2 hours per day, mostly for learning purposes. Routine and studies are not affected.",0,Low
10,Female,Father,-0.038888889,23,0,1,smartphone,"As a parent, I have observed that chats with relatives and uses social media responsibly; average daily use around 1 hours per day. ",0,Low
12,Female,Father,0.033333333,28,0,6,smartphone,I am concerned because my 12-year-old uses social media about 6 hours per day(s) after school and seems to doesn't  manage studies. which is impacting behavior and routine.,0,High
18,Male,Guardian,-0.066666667,29,0,2,laptop,I am concerned because she watches a few videos for entertainment but stops when we ask; daily use about 2 hours per day. and it is affecting daily life.,0,Low
11,Female,Mother,-1,50,6,9,smartphone,It has become clear that we as a family noticed that my parent reports that their 11-year-old son spends about 9 hours per day on social media and has stopped doing homework. and this worries me as a parent. Situation is escalating with daily conflicts and emotional distress. ,0.12,High
14,Male,Mother,0.083333333,23,0,9,smartphone,"As a parent, I have observed that uses apps mainly for entertainment; 9 hours per dayeach day. and it is affecting daily life.",0,High
14,Male,Mother,0.033333333,21,1,8,laptop,My son uses social media for about 8 hours per day and refuses to follow screen-time rules. He seems socially withdrawn,0.045454545,High
10,Male,Mother,0.1,27,0,1,smartphone,It has become clear that he plays on the weekend and finishes homework ; screen time 1 hours per dayon average.for now this is not a concern,0,Low
18,Female,Guardian,-0.055555556,27,0,7,tablet,"My daughter uses social media for nearly 7 hours per day, mostly late at night. She struggles to wake up on time and shows fatigue during school",0,High
15,Female,Mother,-0.225,33,4,9,tablet,"Over the past few months, he got into arguments and panic attacks when we tried to limit phone time; online use close to 9 hours per day. and I feel intervention is needed.",0.117647059,High
13,Female,Guardian,0.261111111,17,0,1,smartphone,"My daughter spends roughly 1  on social media, watching educational and creative content. Screen-time limits are followed",0,Low
18,Female,Guardian,-0.066666667,34,1,2,smartphone,I am concerned because she watches a few videos for entertainment but stops when we ask; daily use 2 hours per day. recently their teacher informed me this. and I feel intervention is needed.,0.028571429,Low
16,Male,Father,-0.116666667,28,1,4,smartphone,I am worried that they cancel family activities to be online and avoid offline friends; daily social media time roughly 4 hours per day. and it seems unhealthy.,0.034482759,Medium
17,Female,Mother,-0.041666667,25,0,2,laptop,"It has become clear that active in sports and uses social media minimally, typically about 2 hours per day. which is impacting behavior and routine.",0,Low
15,Male,Mother,-0.1,26,1,9,smartphone,I am concerned because shows withdrawal and aggression when challenged about screen time; spends roughly 9 hours per dayonline. and this worries me as a parent.,0.037037037,High
16,Female,Father,0.116666667,24,0,2,tablet,"My daughter uses social media for around 2 hours per day, mainly for school projects and communication with classmates. No negative impact on behavior.",0,Low
11,Female,Mother,0.033333333,42,1,7,tablet,"As a parent, I have observed that has a daily two-hour limit and respects it most of the time; uses around 7 hours per day. they pretend not to be online but we found them streaming at night. and it seems unhealthy.",0.023255814,High
18,Male,Mother,-1,40,8,11,smartphone,Lately I have noticed that he plays games with strangers.spends roughly 11 hours per dayonline. recently their teacher informed me about this. which is impacting behavior and routine. Situation is escalating with compulsive checking and loss of control.,0.2,High
14,Male,Mother,-0.25,28,1,2,smartphone,Lately I have noticed that plays online with friends but stops for chores and family time; usually 2 hours per day. this behavior started a few months ago. ,0.034482759,Low
12,Female,Father,0.077777778,32,3,4,laptop,It has become clear that my 12-year-old skips school or is frequently absent because of meeting people from social media. usage around 4 hours per day. and I feel intervention is needed.,0.090909091,Medium
14,Female,Guardian,0.026666667,43,2,8,smartphone,It has become clear that posts and takes part in dangerous online challenges and then got reprimanded at school; they use social media about 8 hours per day. it has become a concern. more frequently than before and I feel intervention is needed.,0.045454545,High
17,Male,Mother,0.05,29,1,9,smartphone,"I am concerned because has lost interest in hobbies and isolates themselves, glued to the phone for nearly 9 hours per dayeach day. and it is affecting daily life.",0.033333333,High
12,Female,Guardian,-0.1,23,0,2,smartphone,I am concerned because she watches a few videos for entertainment but stops when we ask; daily use about 2 hours per day.,0,Low
12,Female,Mother,0,35,3,5,laptop,"As a parent, I have observed that he got into arguments and panic attacks when we tried to limit phone time; online use close to 5 hours per day. and it is affecting daily life.",0.083333333,Medium
18,Male,Father,-0.183333333,31,2,8,tablet,"As a parent, I have observed that uses social media to entertainment works without managing studies; estimated 8 hours per day. the child hides their screen time. and it seems unhealthy.",0.0625,High
18,Male,Mother,-0.225,30,0,4,laptop,"Over the past few months, takes the phone to school and uses it in classes; i estimate 4 hours per day including school hours. which is impacting behavior and routine.",0,Medium
10,Male,Father,0.0875,30,0,1,smartphone,It has become clear that my 10-year-old uses social media about 1 hours per day(s) after school and seems to manage studies fine. this behavior started a few months ago.,0,Low
17,Male,Mother,-1,34,8,11,smartphone,My daughter spends roughly 8 hours per day browsing social media. She shows mild distraction during studies but overall keeps a routine. Situation is escalating with compulsive checking and loss of control. ,0.235294118,High
14,Female,Mother,-0.079166667,38,1,5,smartphone,"Over the past few months, we as a family noticed that my 14-year-old daughter refuses to leave her room and has lost weight, spending nearly 5 hours per dayon social platforms. and this worries me as a parent.",0.025641026,Medium
10,Male,Guardian,0.033333333,31,0,2,smartphone,"As a parent, I have observed that my parent reports that their 10-year-old son spends 2 hours per day on social media and but manage his studies well with her friends.",0,Low
14,Female,Mother,0.112121212,23,1,2,laptop,"My daughter play live games and watch short videos for entertainment purpose,but not addicted for now. using about 2 hours per dayevery day. ",0.041666667,Low
11,Male,Guardian,0.044444444,31,2,1,smartphone,I am worried that my 11-year-old skips school or is frequently absent because of meeting people from social media. usage around 1 hours per day. and it is affecting daily life.,0.0625,Low
16,Female,Mother,0.225,25,0,2,smartphone,"As a parent, I have observed that my 16-year-old uses social media about 2 hours per day(s) after school and seems to manage studies fine. ",0,Low
12,Female,Guardian,-0.133333333,37,4,4,laptop,Lately I have noticed that she lies her screen time and sneaks out to use social apps every evening; i'd estimate 4 hours per day. the child hides their screen time. and I feel intervention is needed.,0.105263158,Medium
12,Female,Father,-0.022222222,39,1,7,smartphone,I am worried that they cancel family activities to be online and avoid offline friends; daily social media time roughly 7 hours per day. we have tried setting limits but it doesn't help. and I feel intervention is needed.,0.025,High
11,Female,Mother,-1,41,8,11,tablet,"Lately I have noticed that my 11-year-old daughter refuses to leave her room and has lost weight, spending nearly 11 hours per dayon social platforms. and it seems unhealthy. Situation is escalating with compulsive checking and loss of control.",0.195121951,High
10,Female,Mother,0.066666667,35,2,5,tablet,"As a parent, I have observed that my 10-year-old skips school or is frequently absent because of meeting people from social media. usage around 5 hours per day. and this worries me as a parent.",0.055555556,Medium
17,Female,Guardian,0.170833333,19,0,2,smartphone,"My daughter spends roughly 2 hours per dayon social media, watching educational and creative content. Screen-time limits are followed",0,Low
15,Female,Mother,0.066666667,31,2,6,smartphone,I am concerned because my 15-year-old skips school or is frequently absent because of meeting people from social media. usage around 6 hours per day. which is impacting behavior and routine.,0.0625,High
14,Female,Guardian,-0.133333333,24,0,2,smartphone,Lately I have noticed that my parent reports that their 14-year-old daughter spends about 2 hours per day on social media but doing homework. ,0,Low
12,Male,Guardian,0.116666667,24,0,2,laptop,"My son uses social media for around 2 hours per day, mainly for school projects and communication with classmates. No negative impact on behavior",0,Low
12,Female,Guardian,-0.021212121,38,5,8,smartphone,"I am worried that the child has become secretive, has new friends only online, and avoids family time  using devices about 8 hours per day. this behavior started a few months ago. and I feel intervention is needed.",0.128205128,High
10,Male,Mother,0.05,40,2,4,tablet,"I am concerned because mood swings happen , tied to social media; screen time about 4 hours per day. they pretend not to be online but we found them streaming at night. grades dropped significantly,which is becoming a serious concern.",0.048780488,Medium
16,Female,Guardian,-0.0375,27,2,3,tablet,Lately I have noticed that checks social media during study period.overall 3 hours per day. the child hides their screen time. which is becoming a serious concern.,0.071428571,Medium
17,Female,Guardian,-0.15,33,3,5,smartphone,Lately I have noticed that stays up all night messaging strangers and is depressed; daily screen time around 5 hours per day. it has become a concern. and I feel intervention is needed.,0.088235294,Medium
13,Male,Mother,0.166666667,23,0,1,smartphone,I am concerned because posts occasionally and keeps healthy offline relationships; daily use close to 1 hours per day. the child manage studies.,0,Low
12,Female,Mother,-0.094444444,30,1,2,laptop,It has become clear that uses tablet for learning and occasional social media browsing; roughly 2 hours per day. this behavior started a few months ago. and it seems unhealthy.,0.032258065,Low
18,Male,Father,-0.1375,31,0,6,smartphone,"As a parent, I have observed that open about screen time and follows rules set by parents; daily average approximately 1.6 hours per day. and this worries me as a parent.",0,High
10,Female,Mother,-0.026060606,34,2,7,smartphone,"It has become clear that addicted to play live games on social media apps, using  about 7 hours per dayeach day. recently their teacher informed me about this. and I feel intervention is needed.",0.057142857,High
11,Female,Mother,0.066666667,35,2,6,smartphone,"As a parent, I have observed that my 11-year-old skips school or is frequently absent because of meeting people from social media. usage around 6 hours per day. and this worries me as a parent.",0.055555556,High
